name,type1,type2,abilities,moves,hp,attack,defense,sp_atk,sp_def,speed,bst
Tyrantrum,Rock,Dragon,Strong Jaw|Rock Head,Ancient Power|Assurance|Attract|Bite|Body Slam|Breaking Swipe|Brick Break|Brutal Swing|Bulldoze|Charm|Close Combat|Crunch|Curse|Dark Pulse|Dig|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Pulse|Dragon Tail|Earth Power|Earthquake|Endure|Facade|Fire Fang|Giga Impact|Head Smash|High Horsepower|Horn Drill|Hyper Beam|Hyper Voice|Ice Fang|Iron Defense|Iron Head|Iron Tail|Lash Out|Meteor Beam|Outrage|Play Rough|Poison Fang|Protect|Psychic Fangs|Rest|Roar|Rock Blast|Rock Polish|Rock Slide|Rock Tomb|Round|Sandstorm|Scale Shot|Scary Face|Sleep Talk|Snore|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Thrash|Thunder Fang|Zen Headbutt,82,121,119,69,59,71,521
Aurorus,Rock,Ice,Refrigerate|Snow Warning,Ancient Power|Attract|Aurora Veil|Avalanche|Blizzard|Body Slam|Bulldoze|Calm Mind|Chilling Water|Dark Pulse|Discharge|Earth Power|Earthquake|Encore|Endure|Facade|Flash Cannon|Freeze-Dry|Giga Impact|Haze|Hyper Beam|Hyper Voice|Ice Beam|Ice Spinner|Icicle Spear|Icy Wind|Iron Defense|Iron Head|Iron Tail|Light Screen|Meteor Beam|Mirror Coat|Mud Shot|Outrage|Protect|Psychic|Rain Dance|Reflect|Rest|Rock Blast|Rock Slide|Rock Tomb|Round|Safeguard|Sandstorm|Sleep Talk|Snore|Snowscape|Stealth Rock|Stone Edge|Substitute|Thunder|Thunder Wave|Thunderbolt|Weather Ball|Zen Headbutt,123,77,72,99,92,58,521
Sylveon,Fairy,,Cute Charm|Pixilate,Alluring Voice|Baby-Doll Eyes|Baton Pass|Bite|Body Slam|Calm Mind|Charm|Copycat|Covet|Curse|Dazzling Gleam|Detect|Dig|Double-Edge|Draining Kiss|Endure|Facade|Fake Tears|Flail|Focus Energy|Giga Impact|Helping Hand|Hyper Beam|Hyper Voice|Last Resort|Light Screen|Misty Explosion|Misty Terrain|Moonblast|Mud-Slap|Mystical Fire|Play Rough|Protect|Psych Up|Psychic|Psyshock|Quick Attack|Rain Dance|Reflect|Rest|Roar|Round|Safeguard|Shadow Ball|Skill Swap|Sleep Talk|Snore|Stored Power|Substitute|Sunny Day|Tickle|Trailblaze|Weather Ball|Wish|Yawn,95,65,65,110,130,60,525
Hawlucha,Fighting,Flying,Limber|Unburden|Mold Breaker,Acrobatics|Aerial Ace|Agility|Air Slash|Assurance|Baton Pass|Body Press|Body Slam|Bounce|Brave Bird|Brick Break|Bulk Up|Close Combat|Coaching|Cross Chop|Defog|Detect|Dig|Drain Punch|Dual Wingbeat|Encore|Endeavor|Endure|Entrainment|Facade|Feather Dance|Feint|Fire Punch|Fling|Fly|Flying Press|Focus Blast|Focus Punch|Giga Impact|Grass Knot|Helping Hand|High Jump Kick|Hyper Beam|Iron Head|Low Kick|Low Sweep|Lunge|Mean Look|Mega Kick|Payback|Poison Jab|Protect|Quick Guard|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Roost|Round|Sky Attack|Sleep Talk|Snore|Steel Wing|Stone Edge|Substitute|Sunny Day|Superpower|Swords Dance|Taunt|Thief|Throat Chop|Thunder Punch|Trailblaze|U-turn|Upper Hand|Uproar|X-Scissor|Zen Headbutt,78,92,75,74,63,118,500
Dedenne,Electric,Fairy,Cheek Pouch|Pickup|Plus,Agility|Charge|Charge Beam|Charm|Covet|Dazzling Gleam|Dig|Discharge|Draining Kiss|Eerie Impulse|Electric Terrain|Electro Ball|Electroweb|Endeavor|Endure|Entrainment|Facade|Fling|Giga Impact|Grass Knot|Helping Hand|Hyper Beam|Iron Tail|Light Screen|Magnet Rise|Misty Terrain|Nuzzle|Parabolic Charge|Play Rough|Protect|Rain Dance|Rest|Rising Voltage|Round|Seed Bomb|Sleep Talk|Snore|Substitute|Sunny Day|Super Fang|Tearful Look|Thief|Thunder|Thunder Punch|Thunder Wave|Thunderbolt|Trailblaze|U-turn|Volt Switch|Wild Charge,67,58,57,81,67,101,431
Goodra,Dragon,,Sap Sipper|Hydration|Gooey|Shell Armor,Acid Armor|Acid Spray|Aqua Tail|Assurance|Blizzard|Body Press|Body Slam|Breaking Swipe|Brutal Swing|Bulldoze|Charm|Chilling Water|Counter|Curse|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Pulse|Dragon Tail|Earthquake|Endure|Facade|Feint|Fire Blast|Fire Punch|Flail|Flamethrower|Focus Blast|Focus Punch|Giga Drain|Giga Impact|Hydro Pump|Hyper Beam|Ice Beam|Iron Tail|Knock Off|Life Dew|Mega Kick|Mud Shot|Muddy Water|Outrage|Power Whip|Protect|Rain Dance|Rest|Rock Slide|Round|Scald|Skitter Smack|Sleep Talk|Sludge Bomb|Sludge Wave|Snore|Stomping Tantrum|Substitute|Sunny Day|Superpower|Surf|Tearful Look|Thunder|Thunder Punch|Thunderbolt|Toxic|Water Pulse|Weather Ball,90,100,70,110,150,80,600
Klefki,Steel,Fairy,Prankster|Magician,Calm Mind|Dazzling Gleam|Draining Kiss|Endure|Facade|Fairy Lock|Flash Cannon|Foul Play|Future Sight|Giga Impact|Hyper Beam|Imprison|Iron Defense|Last Resort|Light Screen|Magic Room|Magnet Rise|Metal Sound|Misty Terrain|Play Rough|Protect|Psych Up|Psychic|Psyshock|Rain Dance|Recycle|Reflect|Rest|Round|Safeguard|Sandstorm|Skitter Smack|Sleep Talk|Snore|Spikes|Steel Beam|Stored Power|Substitute|Sunny Day|Switcheroo|Thief|Thunder Wave|Torment|Trick Room,57,80,91,80,87,75,470
Trevenant,Ghost,Grass,Natural Cure|Frisk|Harvest,Ally Switch|Brutal Swing|Bulldoze|Burning Jealousy|Calm Mind|Confuse Ray|Curse|Dark Pulse|Destiny Bond|Dig|Disable|Drain Punch|Earthquake|Endure|Energy Ball|Facade|Focus Blast|Forest's Curse|Foul Play|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Haze|Hex|Horn Leech|Hyper Beam|Imprison|Ingrain|Knock Off|Lash Out|Leaf Storm|Leech Seed|Night Shade|Pain Split|Phantom Force|Poison Jab|Poltergeist|Protect|Psych Up|Psychic|Psychic Noise|Rain Dance|Reflect|Rest|Rock Slide|Round|Safeguard|Scary Face|Seed Bomb|Shadow Ball|Shadow Claw|Shadow Punch|Skill Swap|Skitter Smack|Sleep Talk|Snore|Solar Beam|Spite|Substitute|Sucker Punch|Sunny Day|Swagger|Thief|Toxic|Trailblaze|Trick|Trick Room|Will-O-Wisp|Wood Hammer|X-Scissor,85,110,76,65,82,56,474
Gourgeist,Ghost,Grass,Pickup|Frisk|Insomnia,Ally Switch|Attract|Brutal Swing|Bullet Seed|Confuse Ray|Curse|Dark Pulse|Destiny Bond|Disable|Endure|Energy Ball|Explosion|Facade|Fire Blast|Flamethrower|Focus Blast|Foul Play|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Gyro Ball|Hex|Hyper Beam|Hypnosis|Imprison|Leech Seed|Light Screen|Moonblast|Mystical Fire|Nasty Plot|Pain Split|Phantom Force|Poltergeist|Power Whip|Protect|Psychic|Rest|Rock Slide|Round|Safeguard|Scary Face|Seed Bomb|Self-Destruct|Shadow Ball|Shadow Sneak|Skill Swap|Skitter Smack|Sleep Talk|Sludge Bomb|Snore|Solar Beam|Substitute|Sunny Day|Thief|Trick|Trick Room|Trick-or-Treat|Will-O-Wisp|Worry Seed,65,90,122,58,75,84,494
Avalugg,Ice,,Own Tempo|Ice Body|Sturdy|Strong Jaw,Aurora Veil|Avalanche|Bite|Blizzard|Body Press|Body Slam|Bulldoze|Chilling Water|Crunch|Curse|Double-Edge|Earthquake|Endure|Facade|Flash Cannon|Frost Breath|Giga Impact|Gyro Ball|Heavy Slam|High Horsepower|Hydro Pump|Hyper Beam|Ice Beam|Ice Fang|Ice Spinner|Icicle Crash|Icicle Spear|Icy Wind|Iron Defense|Iron Head|Mirror Coat|Protect|Rain Dance|Rapid Spin|Recover|Rest|Rock Slide|Rock Tomb|Round|Scary Face|Sleep Talk|Snore|Snowscape|Stomping Tantrum|Stone Edge|Substitute|Superpower|Surf|Wide Guard,95,117,184,44,46,28,514
Noivern,Flying,Dragon,Frisk|Infiltrator|Telepathy,Acrobatics|Aerial Ace|Agility|Air Cutter|Air Slash|Bite|Body Slam|Boomburst|Breaking Swipe|Brick Break|Dark Pulse|Defog|Double Team|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Pulse|Dragon Rush|Dragon Tail|Dual Wingbeat|Endure|Facade|Flamethrower|Fly|Focus Blast|Giga Impact|Heat Wave|Hurricane|Hyper Beam|Hyper Voice|Iron Tail|Leech Life|Moonlight|Outrage|Protect|Psychic|Psychic Noise|Rest|Roost|Round|Scary Face|Screech|Shadow Ball|Shadow Claw|Sky Attack|Sleep Talk|Snore|Solar Beam|Steel Wing|Substitute|Sunny Day|Super Fang|Switcheroo|Tailwind|Taunt|Thief|U-turn|Uproar|Water Pulse|Whirlwind|Wild Charge|X-Scissor,85,70,80,97,80,123,535
Decidueye,Grass,Ghost,Overgrow|Long Reach|Scrappy,Acrobatics|Aerial Ace|Air Cutter|Air Slash|Baton Pass|Brave Bird|Bullet Seed|Confuse Ray|Curse|Defog|Double Team|Dual Wingbeat|Endure|Energy Ball|Facade|Feather Dance|Frenzy Plant|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Haze|Helping Hand|Hex|Hurricane|Hyper Beam|Imprison|Knock Off|Leaf Blade|Leaf Storm|Light Screen|Low Kick|Low Sweep|Nasty Plot|Night Shade|Phantom Force|Pluck|Poltergeist|Protect|Psycho Cut|Rain Dance|Rest|Roost|Round|Seed Bomb|Shadow Ball|Shadow Claw|Shadow Sneak|Skitter Smack|Sleep Talk|Smack Down|Snore|Solar Beam|Solar Blade|Spirit Shackle|Spite|Steel Wing|Substitute|Sucker Punch|Sunny Day|Swords Dance|Synthesis|Tailwind|Trailblaze|U-turn,78,107,75,100,100,70,530
Incineroar,Fire,Dark,Blaze|Intimidate,Acrobatics|Aerial Ace|Assurance|Attract|Baton Pass|Bite|Blast Burn|Blaze Kick|Body Slam|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Burning Jealousy|Close Combat|Cross Chop|Crunch|Dark Pulse|Darkest Lariat|Double-Edge|Drain Punch|Earthquake|Endeavor|Endure|Facade|Fake Out|Fire Blast|Fire Fang|Fire Punch|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fling|Focus Blast|Focus Punch|Giga Impact|Heat Crash|Heat Wave|Helping Hand|Hyper Beam|Iron Head|Lash Out|Leech Life|Low Kick|Low Sweep|Mega Kick|Nasty Plot|Outrage|Overheat|Parting Shot|Power Trip|Protect|Rest|Reversal|Roar|Round|Scary Face|Scorching Sands|Shadow Claw|Sleep Talk|Snarl|Snore|Stomping Tantrum|Substitute|Sunny Day|Superpower|Swagger|Swords Dance|Taunt|Temper Flare|Thief|Thrash|Throat Chop|Thunder Punch|Trailblaze|Will-O-Wisp,95,115,90,80,90,60,530
Primarina,Water,Fairy,Torrent|Liquid Voice,Acrobatics|Alluring Voice|Amnesia|Aqua Jet|Aqua Ring|Attract|Baby-Doll Eyes|Blizzard|Body Slam|Calm Mind|Charm|Chilling Water|Dazzling Gleam|Dive|Draining Kiss|Encore|Endure|Energy Ball|Facade|Flip Turn|Giga Impact|Haze|Helping Hand|Hydro Cannon|Hydro Pump|Hyper Beam|Hyper Voice|Ice Beam|Ice Spinner|Icy Wind|Iron Tail|Life Dew|Light Screen|Liquidation|Misty Explosion|Misty Terrain|Moonblast|Perish Song|Play Rough|Protect|Psych Up|Psychic|Psychic Noise|Rain Dance|Reflect|Rest|Round|Shadow Ball|Sing|Sleep Talk|Snore|Snowscape|Sparkling Aria|Stored Power|Substitute|Surf|Triple Axel|Uproar|Water Pulse|Waterfall|Weather Ball|Whirlpool|Wonder Room,80,74,74,126,116,60,530
Toucannon,Normal,Flying,Keen Eye|Skill Link|Sheer Force,Acrobatics|Aerial Ace|Air Cutter|Air Slash|Attract|Beak Blast|Boomburst|Brave Bird|Brick Break|Bullet Seed|Drill Peck|Dual Wingbeat|Encore|Endeavor|Endure|Facade|Feather Dance|Flame Charge|Flash Cannon|Fly|Giga Impact|Gunk Shot|Heat Wave|Helping Hand|Hurricane|Hyper Beam|Hyper Voice|Knock Off|Overheat|Pluck|Protect|Psych Up|Rest|Rock Blast|Roost|Round|Scary Face|Screech|Seed Bomb|Sky Attack|Sleep Talk|Smack Down|Snore|Steel Wing|Substitute|Sunny Day|Swords Dance|Tailwind|Temper Flare|Thief|Throat Chop|U-turn|Uproar,80,120,75,75,75,60,485
Crabominable,Fighting,Ice,Hyper Cutter|Iron Fist|Anger Point,Amnesia|Avalanche|Blizzard|Body Press|Body Slam|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Chilling Water|Close Combat|Coaching|Crabhammer|Dig|Drain Punch|Dynamic Punch|Earthquake|Endeavor|Endure|Facade|Fling|Focus Blast|Focus Punch|Giga Impact|Gunk Shot|Hard Press|Helping Hand|Hyper Beam|Ice Beam|Ice Hammer|Ice Punch|Ice Spinner|Icicle Spear|Icy Wind|Iron Defense|Iron Head|Knock Off|Liquidation|Mach Punch|Mud Shot|Mud-Slap|Payback|Protect|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Round|Scary Face|Sleep Talk|Snore|Snowscape|Stomping Tantrum|Substitute|Sunny Day|Superpower|Swagger|Thief|Thunder Punch|Upper Hand|Wide Guard|Zen Headbutt,97,132,77,62,67,43,478
Lycanroc,Rock,,Keen Eye|Sand Rush|Steadfast|Vital Spirit|No Guard|Tough Claws,Accelerock|Agility|Assurance|Bite|Body Slam|Brick Break|Bulk Up|Bulldoze|Charm|Close Combat|Crunch|Dig|Double Team|Double-Edge|Drill Run|Earth Power|Endeavor|Endure|Facade|Fire Fang|Giga Impact|Helping Hand|Howl|Hyper Voice|Iron Defense|Iron Head|Iron Tail|Last Resort|Mud-Slap|Play Rough|Protect|Psychic Fangs|Quick Attack|Quick Guard|Rest|Roar|Rock Blast|Rock Slide|Rock Tomb|Round|Sandstorm|Scary Face|Sleep Talk|Snarl|Snore|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sucker Punch|Sunny Day|Swords Dance|Tail Slap|Taunt|Thrash|Thunder Fang|Trailblaze|Zen Headbutt,75,115,65,55,65,112,487
Toxapex,Poison,Water,Merciless|Limber|Regenerator,Acid Spray|Baneful Bunker|Bite|Blizzard|Body Slam|Chilling Water|Cross Poison|Endure|Facade|Giga Impact|Gunk Shot|Haze|Hex|Hydro Pump|Hyper Beam|Ice Beam|Ice Spinner|Icy Wind|Infestation|Iron Defense|Light Screen|Liquidation|Lunge|Mud Shot|Muddy Water|Pain Split|Payback|Pin Missile|Poison Jab|Pounce|Protect|Rain Dance|Recover|Rest|Round|Scary Face|Sleep Talk|Sludge Bomb|Sludge Wave|Smack Down|Snore|Spit Up|Stockpile|Substitute|Surf|Swallow|Toxic|Toxic Spikes|Venoshock|Water Pulse|Wide Guard,50,63,152,53,142,35,495
Mudsdale,Ground,,Own Tempo|Stamina|Inner Focus,Body Press|Body Slam|Bulldoze|Close Combat|Counter|Curse|Double-Edge|Earth Power|Earthquake|Endeavor|Endure|Facade|Fissure|Focus Blast|Giga Impact|Heavy Slam|High Horsepower|Hyper Beam|Iron Defense|Iron Head|Lash Out|Low Kick|Low Sweep|Mega Kick|Mud Shot|Mud-Slap|Payback|Protect|Rest|Roar|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scary Face|Sleep Talk|Smack Down|Snore|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower,100,125,100,55,85,35,500
Araquanid,Water,Bug,Water Bubble|Water Absorb,Aqua Ring|Attract|Bite|Blizzard|Body Slam|Bug Bite|Bug Buzz|Chilling Water|Crunch|Dive|Endeavor|Endure|Entrainment|Facade|Giga Drain|Giga Impact|Hydro Pump|Hyper Beam|Ice Beam|Icy Wind|Infestation|Iron Defense|Leech Life|Liquidation|Lunge|Magic Room|Mirror Coat|Poison Jab|Pounce|Power Split|Protect|Rain Dance|Reflect|Rest|Round|Scary Face|Skitter Smack|Sleep Talk|Snore|Soak|Spit Up|Sticky Web|Stockpile|Substitute|Surf|Trailblaze|Water Pulse|Waterfall|Wide Guard|Wonder Room|X-Scissor,68,70,92,50,132,42,454
Salazzle,Poison,Fire,Corrosion|Oblivious,Acid Spray|Acrobatics|Agility|Beat Up|Belch|Body Slam|Breaking Swipe|Burning Jealousy|Corrosive Gas|Cross Poison|Disable|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Pulse|Dragon Tail|Encore|Endeavor|Endure|Facade|Fake Out|Fake Tears|Fire Blast|Fire Fang|Fire Lash|Flame Charge|Flamethrower|Flare Blitz|Fling|Foul Play|Giga Impact|Gunk Shot|Heat Wave|Helping Hand|Hyper Beam|Hyper Voice|Iron Tail|Knock Off|Leech Life|Mud-Slap|Nasty Plot|Overheat|Payback|Poison Fang|Poison Jab|Protect|Rest|Round|Scale Shot|Scary Face|Shadow Claw|Skitter Smack|Sleep Talk|Sludge Bomb|Sludge Wave|Snore|Substitute|Sunny Day|Swagger|Sweet Scent|Taunt|Temper Flare|Thief|Thunder Wave|Torment|Toxic|Toxic Spikes|Trailblaze|Venoshock|Will-O-Wisp,68,64,60,111,60,117,480
Tsareena,Grass,,Leaf Guard|Queenly Majesty|Sweet Veil,Acrobatics|Acupressure|Aromatic Mist|Bounce|Bullet Seed|Charm|Dazzling Gleam|Draining Kiss|Endeavor|Endure|Energy Ball|Facade|Flail|Fling|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Helping Hand|High Jump Kick|Hyper Beam|Knock Off|Leaf Storm|Light Screen|Low Kick|Low Sweep|Mega Kick|Payback|Petal Blizzard|Play Rough|Power Whip|Protect|Rapid Spin|Reflect|Rest|Round|Seed Bomb|Sleep Talk|Snore|Solar Beam|Solar Blade|Substitute|Sunny Day|Swagger|Sweet Scent|Synthesis|Taunt|Teeter Dance|Trailblaze|Triple Axel|Trop Kick|U-turn|Zen Headbutt,72,120,98,50,98,72,510
Oranguru,Normal,Psychic,Inner Focus|Telepathy|Symbiosis,After You|Body Slam|Brick Break|Bulldoze|Calm Mind|Charge Beam|Chilling Water|Earthquake|Encore|Endeavor|Endure|Energy Ball|Expanding Force|Extrasensory|Facade|Fling|Focus Blast|Foul Play|Future Sight|Giga Impact|Gravity|Hyper Beam|Hyper Voice|Imprison|Instruct|Knock Off|Last Resort|Light Screen|Magic Room|Mega Kick|Nasty Plot|Pain Split|Payback|Protect|Psych Up|Psychic|Psychic Noise|Psychic Terrain|Psyshock|Quash|Rain Dance|Reflect|Rest|Rock Slide|Round|Safeguard|Scary Face|Shadow Ball|Skill Swap|Sleep Talk|Snore|Stored Power|Substitute|Sunny Day|Taunt|Terrain Pulse|Thunder|Thunderbolt|Trailblaze|Trick|Trick Room|Wonder Room|Yawn|Zen Headbutt,90,60,80,90,110,60,490
Passimian,Fighting,,Receiver|Defiant,Acrobatics|Assurance|Baton Pass|Beat Up|Body Slam|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Chilling Water|Close Combat|Coaching|Counter|Curse|Double-Edge|Drain Punch|Earthquake|Electroweb|Endure|Energy Ball|Facade|Feint|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Grass Knot|Gunk Shot|Gyro Ball|Hyper Beam|Iron Head|Iron Tail|Knock Off|Low Kick|Low Sweep|Mega Kick|Pain Split|Payback|Protect|Quick Attack|Quick Guard|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Round|Scary Face|Seed Bomb|Seismic Toss|Shadow Ball|Sleep Talk|Smack Down|Snore|Substitute|Sunny Day|Superpower|Taunt|Thief|Thrash|Trailblaze|U-turn|Upper Hand|Uproar|Vacuum Wave,100,120,90,40,60,80,490
Mimikyu,Ghost,Fairy,Disguise,Baby-Doll Eyes|Beat Up|Bulk Up|Burning Jealousy|Charm|Confuse Ray|Copycat|Curse|Dark Pulse|Dazzling Gleam|Destiny Bond|Double Team|Drain Punch|Draining Kiss|Endure|Facade|Fling|Giga Drain|Giga Impact|Hex|Hyper Beam|Leech Life|Light Screen|Magic Room|Misty Terrain|Night Shade|Night Slash|Pain Split|Payback|Phantom Force|Play Rough|Pounce|Protect|Psych Up|Psychic|Rain Dance|Rest|Round|Safeguard|Screech|Shadow Ball|Shadow Claw|Shadow Sneak|Sleep Talk|Snore|Spite|Substitute|Sunny Day|Swords Dance|Taunt|Thief|Thunder|Thunder Wave|Thunderbolt|Trailblaze|Trick|Trick Room|Will-O-Wisp|Wood Hammer|X-Scissor,55,90,80,50,105,96,476
Drampa,Normal,Dragon,Berserk|Sap Sipper|Cloud Nine,Amnesia|Attract|Blizzard|Body Slam|Breaking Swipe|Bulldoze|Calm Mind|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Pulse|Dragon Rush|Earth Power|Earthquake|Endure|Energy Ball|Extrasensory|Facade|Fire Blast|Flamethrower|Fling|Fly|Focus Blast|Giga Impact|Glare|Grass Knot|Heat Wave|Helping Hand|Hurricane|Hydro Pump|Hyper Beam|Hyper Voice|Ice Beam|Icy Wind|Lash Out|Light Screen|Outrage|Play Rough|Protect|Rain Dance|Rest|Rock Slide|Roost|Round|Safeguard|Scale Shot|Shadow Ball|Shadow Claw|Sleep Talk|Snarl|Snore|Solar Beam|Steel Wing|Stomping Tantrum|Substitute|Sunny Day|Superpower|Surf|Thunder|Thunder Wave|Thunderbolt|Tickle|Tri Attack|Uproar|Whirlwind,78,60,85,135,91,36,485
Kommo-o,Dragon,Fighting,Bulletproof|Soundproof|Overcoat,Aerial Ace|Attract|Aura Sphere|Belly Drum|Body Press|Body Slam|Boomburst|Breaking Swipe|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Clanging Scales|Clangorous Soul|Close Combat|Coaching|Counter|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Dance|Dragon Pulse|Dragon Tail|Drain Punch|Earthquake|Endeavor|Endure|Facade|Fire Punch|Flamethrower|Flash Cannon|Fling|Focus Blast|Focus Punch|Giga Impact|Helping Hand|Hyper Beam|Hyper Voice|Ice Punch|Iron Defense|Iron Head|Iron Tail|Low Kick|Mega Kick|Metal Sound|Noble Roar|Outrage|Payback|Poison Jab|Protect|Rain Dance|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Sandstorm|Scale Shot|Scary Face|Screech|Shadow Claw|Sleep Talk|Snore|Stealth Rock|Stomping Tantrum|Substitute|Sunny Day|Superpower|Swords Dance|Taunt|Throat Chop|Thunder Punch|Upper Hand|Uproar|Vacuum Wave|X-Scissor,75,110,125,100,105,85,600
Corviknight,Flying,Steel,Pressure|Unnerve|Mirror Armor,Aerial Ace|Agility|Air Cutter|Air Slash|Assurance|Body Press|Body Slam|Brave Bird|Bulk Up|Curse|Defog|Double-Edge|Drill Peck|Dual Wingbeat|Endure|Facade|Fake Tears|Feather Dance|Flash Cannon|Fly|Focus Energy|Giga Impact|Heavy Slam|Hurricane|Hyper Beam|Iron Defense|Iron Head|Light Screen|Metal Sound|Nasty Plot|Payback|Pluck|Power Trip|Protect|Rain Dance|Reflect|Rest|Reversal|Roost|Round|Scary Face|Screech|Sky Attack|Sleep Talk|Snore|Spite|Steel Beam|Steel Wing|Substitute|Sunny Day|Swagger|Tailwind|Taunt|Thief|U-turn,98,87,105,53,85,67,495
Flapple,Grass,Dragon,Ripen|Gluttony|Hustle,Acid Spray|Acrobatics|Aerial Ace|Air Slash|Bullet Seed|Draco Meteor|Dragon Dance|Dragon Pulse|Dragon Rush|Dual Wingbeat|Endeavor|Endure|Energy Ball|Facade|Fly|Focus Energy|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Grav Apple|Growth|Heavy Slam|Hyper Beam|Iron Defense|Leaf Storm|Leech Seed|Outrage|Pounce|Protect|Recycle|Rest|Round|Scary Face|Seed Bomb|Sleep Talk|Snore|Solar Beam|Substitute|Sucker Punch|Sunny Day|Trailblaze|U-turn,70,110,80,95,60,70,485
Appletun,Grass,Dragon,Ripen|Gluttony|Thick Fat,Amnesia|Apple Acid|Body Press|Body Slam|Bulldoze|Bullet Seed|Curse|Draco Meteor|Dragon Pulse|Dragon Tail|Earthquake|Endure|Energy Ball|Facade|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Gyro Ball|Heavy Slam|Helping Hand|High Horsepower|Hyper Beam|Iron Defense|Iron Head|Leaf Storm|Leech Seed|Light Screen|Outrage|Pounce|Protect|Rain Dance|Recover|Recycle|Reflect|Rest|Round|Seed Bomb|Sleep Talk|Snore|Solar Beam|Stomping Tantrum|Substitute|Sucker Punch|Sunny Day|Superpower|Sweet Scent|Trailblaze|Zen Headbutt,110,85,80,100,80,30,485
Sandaconda,Ground,,Sand Spit|Shed Skin|Sand Veil,Belch|Body Press|Body Slam|Brutal Swing|Bulldoze|Coil|Dig|Dragon Rush|Drill Run|Earth Power|Earthquake|Endeavor|Endure|Facade|Fire Fang|Giga Impact|Glare|High Horsepower|Hurricane|Hyper Beam|Iron Defense|Iron Head|Last Resort|Minimize|Mud Shot|Mud-Slap|Outrage|Protect|Rest|Rock Blast|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scale Shot|Scary Face|Scorching Sands|Screech|Skitter Smack|Sleep Talk|Snore|Stealth Rock|Stone Edge|Substitute|Thunder Fang|Wrap|Zen Headbutt,72,107,125,65,70,71,510
Polteageist,Ghost,,Weak Armor|Cursed Body,Ally Switch|Aromatic Mist|Baton Pass|Calm Mind|Confuse Ray|Curse|Dark Pulse|Endure|Facade|Foul Play|Giga Drain|Giga Impact|Hex|Hyper Beam|Imprison|Light Screen|Memento|Nasty Plot|Night Shade|Pain Split|Payback|Phantom Force|Poltergeist|Protect|Psychic|Psyshock|Reflect|Rest|Round|Self-Destruct|Shadow Ball|Shell Smash|Skill Swap|Sleep Talk|Snore|Spite|Stored Power|Strength Sap|Substitute|Sucker Punch|Sweet Scent|Teatime|Trick|Trick Room|Will-O-Wisp|Wonder Room,60,65,65,134,114,70,508
Hatterene,Psychic,Fairy,Healer|Anticipation|Magic Bounce,After You|Agility|Aromatic Mist|Baton Pass|Brutal Swing|Calm Mind|Charm|Dark Pulse|Dazzling Gleam|Draining Kiss|Endure|Expanding Force|Facade|Future Sight|Giga Drain|Giga Impact|Gravity|Guard Swap|Heal Pulse|Healing Wish|Helping Hand|Hyper Beam|Imprison|Life Dew|Light Screen|Magic Powder|Magic Room|Misty Explosion|Misty Terrain|Mystical Fire|Nuzzle|Pain Split|Play Rough|Power Swap|Power Whip|Protect|Psych Up|Psychic|Psychic Noise|Psychic Terrain|Psycho Cut|Psyshock|Quash|Reflect|Rest|Round|Safeguard|Shadow Ball|Shadow Claw|Skill Swap|Sleep Talk|Snore|Stored Power|Substitute|Swords Dance|Thunder Wave|Trick|Trick Room|Wonder Room,57,90,95,136,103,29,510
